job_listing,original_date_posted,skills,company_name,job_city,job_region,job_postal_code,intext_job_title,intext_company_name,intext_date_posted,intext_location,get_education_level,intext_skills,coding_languages,technologies,methodologies,operating_systems,remote,years_experience,date_of_processing,salary,URL
Data Scientist (Big Data Engineer),2021-07-20T00:33:08Z,"Engineer, System, IT, Software, Project, IP, Director",Rose International,Austin,TX,73301,Data Scientist (Big Data Engineer),Rose International,7/21/2021,"Austin, TX",Bachelor's - Masters,"project planning, procurement, leadership, network security, data science, algorithms, project implementation, writing, testing, machine learning, modeling, data analysis","processing, reason",,,scope,False,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-%28Big-Data-Engineer%29-Rose-International-Austin-TX-73301/roseint/374938
Data Scientist,2021-07-17T00:30:17Z,"data science, statistics, mathematics, operations research, SQL, Python, AWS, Pytorch, Tensorflow, NLP, ML, Machine Learning",Austin Fraser,Austin,TX,78701,Data Scientist,Austin Fraser,7/21/2021,"Austin, TX",Bachelor's - Masters,"statistics, python, data science, data modeling, mathematics, operations research, tensorflow, machine learning, modeling, sql","python, ml, sql","aws, tensorflow, pytorch",,,False,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Austin-Fraser-Austin-TX-78701/10347650/24845%26%2345608
Data Scientist Manager,2020-01-09T02:17:41Z,"python, advanced analytics, predictive modeling, SQL, R, google analytics, adobe",Blend360,,,,Data Scientist Manager,Blend360,,,Bachelor's - Masters,"r, python, cloud, data mining, customer acquisition, data analysis, google analytics, sql, statistics, text mining, data science, algorithms, machine learning, roadmaps, scala, statistical analysis, customer service, leadership, big data, mathematics, inventory management, marketing, advanced analytics, teamwork, modeling, revenue management","r, scala, python, spark, context, plus, pipelines, sql",,,monitor,True,5,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Manager-Blend360---/RTX15a507/6360852
DATA SCIENTIST,2021-07-20T19:08:16Z,,Thoughtwave Software and Solutions,Remote,MN,10001,DATA SCIENTIST,Thoughtwave Software and Solutions,7/21/2021,"Remote, MN",Bachelor's - Masters,"statistics, agile, python, data science, big data, computer science","python, spark",,agile,"hive, aurora",True,5 to 5,7212021,,https://www.dice.com/jobs/detail/DATA-SCIENTIST-Thoughtwave-Software-and-Solutions-Remote-MN-10001/10334366/twss20210720R51
Senior Product Manage,2021-07-21T01:05:14Z,"Computer, NLP",Jobot,Palo Alto,CA,94301,"Senior Product Manager, Applied Data Science",Jobot,7/21/2021,"Palo Alto, CA",Bachelor's - Masters,"statistics, bioinformatics, data science, computer science, computer vision",pipelines,,,vision,False,8,7212021,,https://www.dice.com/jobs/detail/Senior-Product-Manager%2C-Applied-Data-Science-Jobot-Palo-Alto-CA-94301/91113390/896086437
Senior Data Scientist,2021-07-21T00:50:18Z,"Python, Java",Jobot,Mclean,VA,22030,Senior Data Scientist,Jobot,7/21/2021,"Mclean, VA",Bachelor's - Masters,"scala, python, modeling, data management, data integration, etl, data visualization, java, cloud","python, java, pipelines, scala",,,,False,5,7212021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Jobot-Mclean-VA-22030/91113390/129147969
Senior Data Scientist (ALS) - Housto,2021-07-14T20:15:18Z,"Manager, Computer, SQL, Python, .NET",Baker Hughes Energy Services LLC,Houston,TX,77073,Senior Data Scientist (ALS),"Houston, TX, Claremore, OK or Calgary",7/21/2021,"Baker Hughes Energy Services LLC - Houston, TX",Bachelor's - Masters,"data cleansing, python, data science, algorithms, computer science, data processing, machine learning, c#, sql, .net","ml, python, c#, processing, sql",,prototyping,,False,3 to 5,7212021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%28ALS%29-%26%2345-Houston%2C-TX%2C-Claremore%2C-OK-or-Calgary-Baker-Hughes-Energy-Services-LLC-Houston-TX-77073/10118826/R27026
Senior Data Scientist,2021-07-16T22:17:40Z,"Artificial Intelligence, Python, IT, SQL, PowerPoint, Foundation",New York Life Insurance Company,New York,NY,10001,Senior Data Scientist,New York Life Insurance Company,7/21/2021,"New York, NY",Associate's - Masters,"r, python, product design, model deployment, technical support, project scoping, artificial intelligence, testing, sql, data analysis, statistics, sales, data science, computer science, machine learning, statistical analysis, leadership, mathematics, data visualization, operations research, marketing, underwriting, teamwork, modeling","r, python, spark, sql, processing, lasso",,incremental,,False,3 to 5,7212021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-New-York-Life-Insurance-Company-New-York-NY-10001/10127844a/84044%26%2345en_US
Remote Senior Data Engineer/ Data Scientist,2021-07-20T01:05:50Z,"Engineer, Python, SQL",Jobot,,,,Remote Senior Data Engineer/ Data Scientist,Jobot,7/21/2021,,Masters,"python, machine learning, data science, sql","python, spark, sql",,,amber,False,2 to 5,7212021,,https://www.dice.com/jobs/detail/Remote-Senior-Data-Engineer%26%2347-Data-Scientist-Jobot---/91113390/900555103
Data Scientist,2021-07-21T14:32:07Z,"python, bash, data science, pandas",DIVERSAN,,,,Data Scientist,"DIVERSANT, LLC.",7/21/2021,,Bachelor's - Masters,"google cloud, python, modeling, core data, data science, algorithms, data structures, tensorflow, keras, api, cloud, medical records, bash, sql","clean, python, bash, sql","tensorflow, pytorch",version control,,False,3,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-DIVERSANT%2C-LLC.---/infotny/7054022
Data Scientist,2021-07-19T14:32:08Z,"Data Scientist, data sets, structures, unstructured, analyzing, processing, modeling, data, create, actionable plans, visualizations, reports, business, data-driven, SNAP, beneficiary data sets, government project planning, delivery, machine learning, industry tools, Bachelor's degree, Data Science, Algorithms, Architecture, Analytics, Computer, Customization, Data analysis, Data architecture, Focus groups, Framework, IT, Government, Information gathering, Infrastructure, IP, Logistics, Network security, Policies, Policies and procedures, Presentations, Procurement, Project implementation, Privacy, Project planning, Regression analysis, Security, Software, Sustainability, Training, Writing",Allied Consultant,Austin,TX,73301,Data Scientist,"Allied Consultants, Inc.",7/21/2021,"Austin, TX",Bachelor's - Masters,"project planning, procurement, leadership, network security, data science, algorithms, project implementation, writing, testing, machine learning, modeling, data architecture, focus groups, data analysis","processing, reason",,,"monitor, scope",False,0 to 3,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Allied-Consultants%2C-Inc.-Austin-TX-73301/alliedtx/2021%26%23454963
Data Scientist,2021-07-21T17:30:19Z,"Financial services, Python, SQL, Asset management, Communication skills, Data science",Cynet Systems,Irvine,CA,92602,Data Scientist,Cynet Systems,7/21/2021,"Irvine, CA",Masters,"financial services, asset management, python, communication skills, data science, sql","python, sql",,,,False,5,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Cynet-Systems-Irvine-CA-92602/10516350/CA_KJHG_0721
Data Scientist,2021-07-14T21:20:23Z,"Computer, Engineering, SQL",Yoh - A Day &amp; Zimmerman Company,St. Louis,MO,63101,Data Scientist,Yoh,7/21/2021,"A Day & Zimmerman Company - St. Louis, MO",Bachelor's - Masters,"deep learning, management reporting, cloud, data mining, sql, statistics, data extraction, data science, algorithms, computer science, machine learning, linear programming, statistical analysis, big data, mathematics, data acquisition, writing, advanced analytics, modeling",sql,,,monitor,False,4 to 4,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Yoh-%26%2345-A-Day-%26-Zimmerman-Company-St.-Louis-MO-63101/10107614/318292
Senior Data Scientist,2021-05-07T21:19:55Z,Engineering,Yoh - A Day &amp; Zimmerman Company,New York,NY,10001,Senior Data Scientist,Yoh,7/21/2021,"A Day & Zimmerman Company - New York, NY",Bachelor's - Masters,data science,,,,,False,,7212021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Yoh-%26%2345-A-Day-%26-Zimmerman-Company-New-York-NY-10001/10107614/313275
Data Scientist/Big Data Engineer,2021-07-20T16:11:13Z,"Data science, Machine learning, Modeling, Project planning, Reporting",TexcelVision Inc.,Austin,TX,73301,Data Scientist/Big Data Engineer,TexcelVision Inc.,,"Austin, TX",Bachelor's - Masters,"project planning, leadership, data science, machine learning, modeling",processing,,,,False,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist%26%2347Big-Data-Engineer-TexcelVision-Inc.-Austin-TX-73301/10212948/7052393
Data Scientist,2021-07-17T01:11:10Z,data science,Career Guidan,,,,Data Scientist,"Career Guidant, Inc",,,Bachelor's - Masters,"javascript, ux, agile, data science, tableau, marketing",javascript,aws,agile,,True,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Career-Guidant%2C-Inc---/90956933/7049120
Data Scientist,2021-07-20T20:31:22Z,"Analyzing Complex Data Sets, Modeling Data, Creating Visualizaitons",Chandra Technologie,Austin,TX,78753,Data Scientist,"Chandra Technologies, Inc.",7/21/2021,"Austin, TX",Bachelor's - Masters,"project planning, procurement, leadership, network security, data science, algorithms, project implementation, writing, business intelligence, testing, machine learning, modeling, data architecture, data analysis","processing, reason",,,scope,False,2 to 5,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Chandra-Technologies%2C--Inc.-Austin-TX-78753/10121151/2021%26%23451381
Cleared Data Scientist,2021-07-20T00:47:06Z,"Artificial Intelligence, Python",Jobot,Fairfax,VA,22030,Cleared Data Scientist,Jobot,7/21/2021,"Fairfax, VA",Bachelor's - Masters,"r, python, modeling, data integration, data science, etl, data visualization, artificial intelligence, machine learning, cloud","python, r",,,,False,2 to 5,7212021,,https://www.dice.com/jobs/detail/Cleared-Data-Scientist-Jobot-Fairfax-VA-22030/91113390/251968469
Business System Analyst (Data Science or AI/ML),2021-07-21T21:16:22Z,"Artificial intelligence, Business analysis, Machine learning, SAN, Project implementation, Data science",Smart Source Technologies,San Francisco,CA,94101,Business System Analyst (Data Science or AI/ML),Smart Source Technologies,7/21/2021,"San Francisco, CA",Bachelor's - Masters,"data science, project implementation, san, business analysis, machine learning",ml,,,,True,,7212021,,https://www.dice.com/jobs/detail/Business-System-Analyst-%28Data-Science-or-AI%26%2347ML%29-Smart-Source-Technologies-San-Francisco-CA-94101/10107255/7055199
Healthcare Data Scientist,2021-07-20T19:46:32Z,"SQL, R, Python, SAS",Onebridge,,,,Healthcare Data Scientist,Onebridge,7/21/2021,,Bachelor's - Masters,"r, python, communication skills, artificial intelligence, sql, data analysis, statistics, natural language processing, algorithms, computer science, machine learning, statistical analysis, mathematics, clustering, written communication skills, marketing, natural, sas, modeling","r, python, sas, processing, sql",,,,True,3,7212021,,https://www.dice.com/jobs/detail/Healthcare-Data-Scientist-Onebridge---/10120547/7052433
REMOTE DIRECT PERM Data Scientist!,2021-07-20T13:07:21Z,"Data Scientist, Python, Statistical Programming, Machine Learning",Bayforce,,,,REMOTE DIRECT PERM Data Scientist!,Bayforce,7/21/2021,,Bachelor's - Masters,"sales, r, python, data science, machine learning, modeling, sql","python, plus, r, sql",,,,True,1 to 5,7212021,,https://www.dice.com/jobs/detail/REMOTE-DIRECT-PERM-Data-Scientist%21-Bayforce---/RTX161032/7052786
Data Science (100% Remote),2021-07-17T00:31:03Z,,Denken Solutions,Irvine,CA,92602,Data Science (100% Remote),Denken Solutions,7/21/2021,"Irvine, CA",Bachelor's - Masters,"product development, python, data science, algorithms, data visualization, machine learning, modeling, sql","python, goal, sql",,,,True,6,7212021,,https://www.dice.com/jobs/detail/Data-Science-%28100%26%2337-Remote%29-Denken-Solutions-Irvine-CA-92602/10442686/OOJ%26%2332%26%2345%26%23325216%26%23454264
Data Science & Analytics Consultan,2021-07-22T00:18:30Z,"Python, SQL, Java, Consultant",TransUnion,Atlanta,GA,30301,"Data Science & Analytics Consultant, Research and Innovation",TransUnion,7/21/2021,"Atlanta, GA",Bachelor's - Masters,"statistics, r, financial services, project management, leadership, management skills, data manipulation, data science, microsoft office, mathematics, computer science, java, thought leadership, operations research, sql, interpersonal skills, marketing","r, spark, s, java, sql",,,hive,False,2 to 5,7212021,,https://www.dice.com/jobs/detail/Data-Science-%26-Analytics-Consultant%2C-Research-and-Innovation-TransUnion-Atlanta-GA-30301/10111030/19009463
Data Science & Analytics Consultan,2021-07-21T00:17:41Z,"Python, SQL, Java, Sales, Consultant",TransUnion,Portland,OR,97201,"Data Science & Analytics Consultant, Fraud",TransUnion,7/21/2021,"Portland, OR",Bachelor's - Masters,"r, microsoft office, data structures, cloud, sql, risk management, statistics, sales, data manipulation, data science, computer science, java, use cases, machine learning, mathematics, saas, graph databases, operations research, marketing, financial services","r, spark, context, java, sql",,,"scope, hive",False,3,7212021,,https://www.dice.com/jobs/detail/Data-Science-%26-Analytics-Consultant%2C-Fraud-TransUnion-Portland-OR-97201/10111030/19009381
Remote Senior Data Engineer/ Data Scientist,2021-07-20T01:05:35Z,"Engineer, Python, SQL",Jobot,,,,Remote Senior Data Engineer/ Data Scientist,Jobot,7/21/2021,,Masters,"python, machine learning, data science, sql","python, spark, sql",,,amber,False,2 to 5,7212021,,https://www.dice.com/jobs/detail/Remote-Senior-Data-Engineer%26%2347-Data-Scientist-Jobot---/91113390/797161394
Data Scientist,2021-06-25T01:09:41Z,"Data Scientist, NLP, Machine Learning",HTC Global Service,Grand Rapids,MI,49501,Data Scientist,"HTC Global Services, Inc.",6/23/2021,"Grand Rapids, MI",Bachelor's - Masters,"embedded systems, embedded, crm, machine learning, erp",ml,,,vision,False,7,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-HTC-Global-Services%2C-Inc.-Grand-Rapids-MI-49501/10122753b/7020597
Data Scientist - Lead,2021-07-22T00:49:46Z,"NLP, Python, Engineering, Computer",Jobot,New York,NY,10001,Data Scientist,Lead,7/21/2021,"Jobot - New York, NY",Bachelor's - Masters,"deep learning, python, nltk, cuda, data science, mathematics, computer science, tensorflow","python, spark, context, ml","aws, tensorflow, pytorch",,,False,3 to 5,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Lead-Jobot-New-York-NY-10001/91113390/816936633
Associate Data Scientist,2021-07-14T21:20:26Z,"Computer, Engineering, Python, SQL",Yoh - A Day &amp; Zimmerman Company,St. Louis,MO,63101,Associate Data Scientist,Yoh,7/21/2021,"A Day & Zimmerman Company - St. Louis, MO",Masters,"statistics, google cloud, r, statistical analysis, python, modeling, data science, data visualization, computer science, machine learning, cloud, sql","python, plus, r, sql",,,monitor,False,,7212021,,https://www.dice.com/jobs/detail/Associate-Data-Scientist-Yoh-%26%2345-A-Day-%26-Zimmerman-Company-St.-Louis-MO-63101/10107614/318296
Remote Senior Data Engineer/ Data Scientist,2021-07-20T01:05:36Z,"Engineer, Python, SQL",Jobot,,,,Remote Senior Data Engineer/ Data Scientist,Jobot,7/21/2021,,Masters,"python, machine learning, data science, sql","python, spark, sql",,,amber,False,2 to 5,7212021,,https://www.dice.com/jobs/detail/Remote-Senior-Data-Engineer%26%2347-Data-Scientist-Jobot---/91113390/1531501316
